区域,卧室数,客厅数,房屋面积,楼层高低,是否是地铁房,是否是学区房,价格（万/m2）
东城,2,1,71.3,高,1,1,9.28
西城,3,1,187.1,高,0,0,5.54
丰台,3,1,140.6,低,1,0,4.94
东城,1,1,50.9,高,1,1,9.76
石景山,3,0,73.1,高,1,0,4.09
朝阳,1,1,91.6,低,1,1,6.61
丰台,2,1,56.6,高,1,0,4.8
海淀,3,2,144.9,低,1,0,7.03
石景山,2,2,90.2,高,0,0,5.99
西城,2,2,97.6,低,1,1,11.05
海淀,3,1,71.3,中,1,0,8.93
朝阳,2,1,70.7,高,1,0,5.88
西城,1,1,47,高,0,1,8.39
丰台,3,2,148.4,中,1,0,5.78
东城,2,1,77.4,低,1,0,6.7
朝阳,2,2,118.2,低,1,0,5.74
丰台,1,1,54.2,中,1,0,5.02
西城,5,2,147.5,高,1,1,8.53
朝阳,3,2,139.5,中,1,0,6.88
海淀,3,1,126,高,0,0,4.81
丰台,3,2,149,低,1,1,5.59
东城,1,1,103.7,低,1,0,8.16
海淀,2,1,86.7,中,1,0,7.65
朝阳,1,2,59.9,中,1,0,4.69
朝阳,2,1,67.2,高,1,1,6.68
朝阳,3,2,160,低,1,0,7.25
西城,2,1,49.8,中,0,0,6.48
西城,2,1,96.6,低,1,0,7.72
石景山,2,1,78.8,低,0,0,3.29
朝阳,3,2,89,高,1,0,5.15
东城,1,1,69.4,低,1,1,8.28
朝阳,2,1,57.4,中,1,0,4.88
海淀,3,2,182.5,低,0,0,5.95
西城,3,2,113.6,高,1,1,10.19
西城,2,1,57.8,低,0,1,10.08
西城,2,1,94,低,1,0,7.61
东城,2,2,95,低,1,0,7.01
丰台,3,1,152.3,高,0,0,3.21
西城,2,1,54,高,1,1,8.83
海淀,3,2,209,高,1,1,8.59
丰台,3,1,123.6,低,0,0,4.01
朝阳,3,1,75.6,高,1,1,5.51
丰台,3,2,133.3,中,1,0,4.62
西城,4,2,199.4,中,1,0,9.59
东城,2,2,97.3,高,1,0,6.81
海淀,3,2,149.1,低,0,0,5.42
海淀,3,1,125.2,低,0,1,6.88
朝阳,3,2,172.1,高,0,1,5.31
海淀,2,1,100.5,中,1,1,8.16
丰台,1,1,64.9,中,0,0,3.97
丰台,2,1,53.5,中,1,0,4.19
东城,2,1,50.3,中,1,0,7.9
朝阳,2,1,86,高,1,1,6.13
丰台,3,2,133.3,中,1,0,4.21
东城,1,0,89.2,低,1,0,6.47
西城,2,1,63.4,高,1,1,8.66
丰台,3,1,97.6,低,0,0,4.34
朝阳,2,2,108.3,中,1,0,6.49
东城,3,1,122.7,中,1,1,9.74
丰台,3,1,114,低,1,0,5.47
朝阳,2,2,105.7,低,1,0,5.73
丰台,1,0,35.4,中,1,0,4.47
西城,3,1,221.9,低,1,0,8.78
丰台,1,1,61.3,低,1,0,3.84
丰台,2,1,74.4,高,0,0,4.72
石景山,2,1,92,高,1,0,4.23
朝阳,2,1,51.8,高,1,1,5.26
朝阳,2,1,60.5,高,1,0,6.11
朝阳,1,0,62.6,低,1,1,4.82
东城,2,1,65,低,1,1,8.93
石景山,1,1,68.1,低,1,0,3.8
海淀,2,1,52.5,高,1,1,8.27
西城,1,1,53,中,1,1,10.11
朝阳,3,2,127.1,低,1,0,6.91
丰台,1,1,39.4,高,1,0,4.64
石景山,3,1,72.7,高,1,0,4.62
朝阳,3,1,119.5,高,1,0,4.88
丰台,1,1,42.9,低,1,0,4.4
丰台,2,1,71.3,中,1,0,5.36
丰台,2,1,59.6,中,1,0,5.08
海淀,2,1,76.2,高,1,0,6.95
丰台,3,1,113.2,高,1,0,4.3
海淀,1,1,78.8,低,0,0,5.08
东城,3,1,74,高,1,0,8.54
石景山,2,1,70.6,高,1,0,4.44
海淀,2,1,83.5,低,1,1,7.77
海淀,4,2,225.3,低,1,0,6.06
丰台,2,1,65.7,高,1,0,4.85
东城,3,1,55.7,中,1,1,8.09
丰台,2,1,92,中,1,0,4.54
海淀,3,1,74.3,低,0,0,6.47
海淀,1,1,56.9,中,1,0,5.52
丰台,2,1,54.4,中,0,0,4.08
海淀,3,2,130.8,中,0,0,5.29
朝阳,2,1,64.1,低,1,0,6.21
海淀,2,2,122.7,低,1,1,8.83
石景山,3,2,163.3,中,1,0,7.75
西城,2,1,56.5,低,1,1,8.99
海淀,2,1,81,低,1,0,7.3
石景山,2,1,73.3,高,1,0,3.45
东城,3,2,116.7,低,1,1,9.26
海淀,2,1,76.2,高,1,0,7.54
西城,2,0,57.6,中,1,0,9.73
丰台,2,2,127.2,中,1,0,5.57
西城,2,1,60.1,高,1,1,10.61
海淀,4,2,185.4,高,1,1,7.55
朝阳,2,2,137.3,低,1,0,6.39
西城,2,1,66.2,高,1,1,11.17
丰台,3,1,124.2,低,1,0,5.62
海淀,2,1,52.9,低,1,1,11.24
东城,2,0,68.9,中,1,1,6.78
西城,1,1,57.3,中,1,1,9.57
西城,2,2,130.4,低,1,1,7.6
海淀,2,1,52.1,低,1,0,6.46
西城,2,1,60,中,1,0,9.4
西城,3,0,68.7,高,1,0,9.43
丰台,1,1,62.4,高,1,0,4.6
丰台,3,1,111.4,高,1,0,4.31
朝阳,2,2,99.2,低,1,0,6.26
丰台,2,2,102.8,中,1,0,4.84
西城,2,1,70,高,1,1,9.73
东城,2,1,59.9,低,1,0,7.55
朝阳,3,2,115.1,低,1,1,6.86
丰台,3,2,170.7,中,0,0,4.04
丰台,2,1,77.2,低,1,0,4.79
石景山,2,1,59.4,低,1,0,4.08
丰台,1,1,43.4,高,1,0,5.27
石景山,3,1,87.5,中,1,0,5.5
西城,1,1,47.6,中,1,1,11.57
东城,3,1,76.9,中,1,1,8.08
东城,1,1,62.2,中,1,1,8.09
海淀,2,1,79.5,低,1,1,7.49
东城,2,1,52.4,中,1,0,9.8
丰台,1,1,53.1,高,0,0,3.43
海淀,3,2,142.2,中,1,1,8.63
海淀,2,2,66.1,低,1,0,5.44
海淀,1,1,40,中,1,1,8.33
朝阳,3,2,186.7,中,1,0,7.26
石景山,3,2,122.7,低,1,0,4.94
朝阳,2,2,103.9,低,1,1,6.2
东城,2,1,69.7,高,1,1,9.46
丰台,2,1,70.3,高,0,0,3.39
东城,1,0,47,中,1,1,9.69
石景山,1,1,45.4,高,1,0,3.51
朝阳,3,2,173.6,中,1,0,6.27
东城,1,1,49.7,高,1,0,7.44
西城,1,1,58.8,中,1,0,7.12
西城,2,1,53.9,高,1,0,8.44
东城,2,2,119.5,中,1,0,9.2
西城,3,1,77.8,中,1,0,7.06
石景山,2,1,62,高,0,0,4.12
丰台,3,1,94.4,高,1,0,5.28
海淀,3,1,102,中,1,0,8.08
东城,3,1,78.4,低,1,1,9.77
朝阳,2,1,76.2,中,1,0,5.63
丰台,2,2,101.5,中,1,0,4.78
东城,3,2,143.6,低,0,0,6.14
丰台,2,1,77.7,高,1,1,5.81
朝阳,3,2,187.2,低,1,0,6.07
朝阳,2,1,88.8,中,1,0,5.16
东城,1,1,85.6,中,1,0,6.75
朝阳,3,2,113.9,低,1,1,7.79
东城,2,1,81.4,低,1,0,6.89
石景山,3,1,77.7,高,1,0,4.14
西城,3,1,91.3,低,1,0,8.06
朝阳,2,1,106,低,1,0,6.01
石景山,3,2,118.1,中,1,0,4.86
西城,3,1,56.4,中,1,1,8.56
丰台,2,1,98.9,高,1,0,5.5
丰台,3,1,80.5,中,1,0,5.04
朝阳,1,1,49.3,中,1,0,6.31
丰台,2,1,97.6,高,1,0,3.9
石景山,2,1,37.8,高,0,0,5.63
西城,2,1,57.1,中,1,1,11.36
丰台,1,2,75.2,低,0,0,5.47
西城,2,1,71.3,低,1,0,8.43
西城,3,1,120.4,高,1,0,7.25
西城,2,1,68.5,中,1,0,8.62
东城,2,1,73.5,低,1,1,7.59
西城,2,1,68.6,高,1,1,10.43
西城,3,2,104.8,中,1,0,8.04
西城,2,1,63.6,中,1,1,10.06
西城,3,2,135,中,1,1,9.07
海淀,2,1,85.6,低,0,0,4.57
朝阳,3,2,138,高,1,0,6.22
海淀,2,2,88.4,中,0,0,5.41
丰台,3,2,144.4,中,1,0,4.41
西城,2,1,102.1,高,1,0,7.46
丰台,2,1,56.5,低,1,0,5.65
朝阳,4,2,211.5,高,1,0,6.35
朝阳,2,1,75.1,低,1,1,5.24
西城,2,2,145.6,低,1,0,7.01
东城,2,1,64.3,中,1,0,7.54
石景山,2,2,117.1,高,1,0,6.37
西城,2,1,52.4,中,1,1,9.85
石景山,2,1,71.3,高,1,0,3.99
石景山,2,1,61,中,1,0,4.42
海淀,2,1,61.1,低,1,1,7.46
石景山,2,1,58.1,中,0,0,3.25
海淀,3,2,145.4,高,1,0,7.42
海淀,1,0,47.5,中,1,0,7.48
石景山,2,1,63.1,中,1,0,3.44
海淀,1,1,40.7,低,1,1,7.41
西城,2,1,45.5,中,0,1,11.51
朝阳,2,2,103.2,低,1,1,6.05
朝阳,2,1,58.1,低,1,0,5.65
朝阳,3,2,145.8,中,0,0,4.79
西城,2,0,54.1,高,1,0,9.96
东城,2,0,60.5,中,1,1,9.71
海淀,2,2,142.5,低,1,1,6.76
海淀,3,1,77.7,高,1,1,6.6
朝阳,1,1,59.2,低,1,0,6
西城,2,1,88.1,高,1,1,11.54
东城,2,1,61.2,中,1,0,7.82
东城,2,1,129.1,中,1,0,7.38
东城,1,2,63.9,高,0,0,6.63
石景山,2,1,65.3,低,1,0,5.15
朝阳,3,2,166.1,中,1,0,6.52
西城,2,1,98.3,低,1,1,9.08
海淀,3,2,143.8,低,1,0,7.45
东城,1,1,63.4,低,1,1,6.47
朝阳,2,1,50.4,中,1,0,5.02
朝阳,2,1,78.4,高,1,0,5.51
东城,5,1,283.4,低,1,0,6.78
石景山,2,1,110.7,高,0,0,4.08
西城,4,2,154.4,高,1,1,8.98
丰台,3,1,99.6,低,1,0,4.9
朝阳,2,1,61.2,低,1,0,6.18
海淀,2,1,94.4,中,0,0,5.27
石景山,1,1,56.6,高,1,0,4.84
东城,1,1,86.6,中,1,0,6.07
东城,3,2,155.5,低,1,1,6.85
西城,2,1,82.6,高,1,1,8.43
丰台,1,1,61.8,高,1,0,3.84
丰台,3,2,136.7,低,1,0,5.56
海淀,2,2,140.5,高,1,0,6.99
石景山,2,1,60.9,低,0,0,3.84
丰台,2,2,103.3,高,0,0,4.23
东城,1,1,60.1,中,1,1,6.97
丰台,2,1,88.1,高,1,0,3.94
海淀,2,1,71,低,1,0,6.22
丰台,4,1,150.3,中,1,0,4.8
朝阳,2,2,71.8,高,1,0,6.06
石景山,2,1,57.2,高,1,0,4.6
朝阳,3,2,152.5,低,1,0,6.44
海淀,3,2,150.6,高,1,1,7.18
石景山,1,1,47.4,高,1,0,4.69
东城,1,1,51.8,高,1,1,9.39
丰台,1,1,40.7,低,1,0,4.56
朝阳,1,1,70.9,中,1,0,5.4
朝阳,3,2,138.8,低,1,0,6.88
东城,1,1,63.3,高,1,1,9.24
东城,2,1,62,高,1,0,7.74
海淀,2,1,82.5,高,0,0,6.38
朝阳,2,1,82.6,中,1,0,5.18
海淀,1,1,42.5,中,0,0,7.43
丰台,2,1,99.6,高,0,0,3.71
丰台,4,1,113.3,高,0,0,3.66
朝阳,2,1,62.5,低,1,0,6.09
海淀,3,2,125.2,高,1,0,6.4
朝阳,4,2,188.5,低,1,0,5.27
东城,2,1,56,高,1,1,7.75
东城,2,1,70.6,高,1,0,7.53
朝阳,1,0,55.9,中,1,0,6.76
丰台,2,1,77.8,高,1,0,4.01
东城,2,2,127.4,低,1,1,6.65
海淀,2,1,55.5,高,1,1,8.37
石景山,1,1,43.9,低,0,0,4.22
西城,2,1,66.9,低,1,0,10.02
丰台,2,1,79.9,中,1,0,5.25
东城,3,1,120.4,中,1,1,9.14
石景山,2,1,50.7,低,1,0,4.44
朝阳,2,1,103.1,中,1,0,5.11
丰台,2,1,69,中,0,0,4.09
朝阳,4,2,215.9,中,1,1,7.7
海淀,2,1,71.3,中,1,0,6.01
东城,1,1,57.7,中,1,1,9.05
海淀,2,1,53,中,1,0,6.63
朝阳,3,2,136.7,中,1,1,7.33
东城,2,1,59,中,1,1,7.75
朝阳,3,2,139.9,高,1,0,4.83
石景山,2,1,62.9,低,1,0,4.21
海淀,1,1,71.6,中,0,0,6.17
东城,1,1,43.6,高,1,0,7.16
石景山,2,1,56.4,中,1,0,5.15
丰台,3,1,92.9,高,1,0,4.63
丰台,2,1,120.3,低,1,0,3.95
东城,1,0,54.9,高,1,0,7.73
西城,2,1,95.2,中,1,0,7.39
海淀,2,1,71.3,中,1,1,7.02
朝阳,2,1,98,中,1,0,4.68
丰台,2,1,98.5,低,1,0,5.02
石景山,5,2,215.1,高,0,0,5.67
丰台,2,1,56.8,低,1,1,7.13
海淀,3,2,129.5,中,1,0,5.74
海淀,2,2,98,高,0,0,5.51
朝阳,2,1,92.2,高,1,1,7.51
海淀,3,2,218.6,高,1,0,6.26
东城,1,1,43.4,低,1,0,7.18
东城,2,1,82.9,高,1,1,7.21
海淀,2,1,69.5,高,1,0,7.37
石景山,1,1,58,高,1,0,3.69
西城,2,1,95.3,低,1,0,8.75
西城,3,1,88.1,中,1,1,10.78
朝阳,1,1,80.9,低,1,0,6.87
朝阳,1,1,79.8,中,1,0,5.22
朝阳,2,1,58.5,中,1,0,5.72
西城,1,1,54.4,中,1,0,7.95
丰台,3,1,115.1,中,1,0,3.87
海淀,2,1,44.3,高,1,0,8.25
东城,2,1,58,低,1,0,6.42
朝阳,3,1,88.7,低,1,0,5.35
丰台,2,1,46.3,高,1,0,5.78
朝阳,1,1,42.2,高,1,0,6.07
海淀,2,2,153.3,低,1,1,7.45
东城,1,0,63.1,高,1,0,7.32
朝阳,2,1,62.6,中,1,0,5.17
西城,1,1,61.6,低,1,0,9.52
朝阳,2,1,51.5,低,1,0,5.05
丰台,3,2,118.8,低,0,0,4.92
西城,2,1,86.1,高,1,1,10.77
东城,2,1,53.5,高,1,0,7.39
石景山,2,2,88.6,低,1,0,7.28
丰台,3,2,157.3,中,1,0,5.25
海淀,2,0,54,高,0,1,7.67
朝阳,2,1,74.5,低,1,0,4.47
东城,2,1,56.5,低,0,0,6.31
西城,3,1,80.3,低,1,1,9.76
朝阳,2,1,122.5,中,1,0,6.56
丰台,2,2,86.6,高,1,0,5.25
石景山,1,1,35.5,中,1,0,4.08
石景山,2,1,50.8,中,0,0,4.7
石景山,2,1,86.2,中,0,0,3.49
朝阳,3,2,147.3,中,1,0,6.22
丰台,3,2,137.5,中,1,0,4.63
海淀,3,2,122.7,低,0,0,6.43
朝阳,2,1,70.6,低,0,0,3.93
朝阳,3,2,98.4,高,1,1,6.98
东城,2,2,92.9,低,0,0,7.19
石景山,2,1,64.4,中,0,0,4.53
海淀,2,1,55.4,低,0,1,7.91
石景山,2,1,79.3,低,1,0,4.13
石景山,2,1,73.1,低,1,0,3.98
东城,1,1,59.6,中,1,0,7.92
西城,3,0,80.6,中,1,1,7.61
朝阳,1,1,65.9,中,1,0,5.07
丰台,2,2,102.8,高,1,0,5.77
海淀,2,1,57.4,中,1,1,8.6
东城,1,1,62.3,中,1,1,6.91
海淀,2,1,101.9,低,1,1,8.64
东城,1,1,91.3,中,1,0,8.17
朝阳,3,2,149,低,1,1,5.97
海淀,3,2,166,低,1,1,10.33
丰台,2,1,93.7,低,1,0,5.56
东城,1,0,44.6,低,1,1,9.66
西城,3,1,88.9,低,1,1,8.27
西城,3,1,114.5,中,1,1,7.72
东城,2,2,89.8,低,1,0,9.76
海淀,2,1,91.1,低,0,0,6.44
东城,2,1,70.5,高,1,1,8.84
石景山,1,1,60.7,低,1,0,4.96
西城,2,1,61.5,中,1,1,8.17
海淀,3,1,77.7,中,1,1,10.25
海淀,2,1,82.1,中,0,0,6.4
丰台,2,1,46,高,1,0,5.69
西城,3,1,58.5,中,1,1,10.32
海淀,4,1,117.1,高,0,0,4.98
丰台,3,1,109.5,高,1,0,4.46
石景山,2,1,60.7,中,0,0,3.48
石景山,2,1,49.8,高,1,0,4.49
石景山,2,1,58.6,中,1,0,4.28
西城,1,1,38.4,中,0,1,11.09
丰台,3,2,156.7,高,0,0,4.71
海淀,2,1,116.5,低,1,0,6.65
西城,3,2,183.4,低,1,1,7.73
东城,1,0,53.9,高,1,0,7.77
海淀,2,1,61.1,中,1,0,8.08
丰台,2,2,91.6,高,1,0,5.85
丰台,2,2,101.9,中,0,0,5.39
海淀,2,1,57.5,中,1,0,7.06
海淀,3,1,81.1,高,1,0,6.5
西城,2,1,85.5,低,1,0,7.99
西城,2,1,87.7,低,1,0,8.12
东城,1,1,63.5,高,1,0,5.78
石景山,1,1,60.1,中,1,0,3.95
东城,2,1,57.2,高,1,0,7.68
海淀,2,1,63.1,高,0,1,6.11
石景山,1,1,46.7,中,1,0,5.32
朝阳,2,2,111.4,高,1,0,5.51
海淀,2,1,52.9,高,1,1,8.67
海淀,2,0,61.7,中,1,1,8.76
朝阳,2,1,55.5,中,1,0,5.55
朝阳,3,1,76.7,中,1,0,5.52
朝阳,2,1,89.7,高,1,0,4.47
丰台,2,1,61.9,中,1,1,4.51
海淀,3,1,103.6,中,1,0,5.92
丰台,1,1,43,中,1,0,4.66
丰台,2,1,84.6,低,0,0,5.12
丰台,2,1,57.7,高,0,0,3.99
丰台,3,2,137.3,低,0,0,5
东城,3,2,109,高,1,0,7.43
海淀,4,2,227.9,低,0,0,7.45
石景山,1,1,60.9,低,1,0,5.27
丰台,3,2,115.6,低,1,0,4.45
海淀,3,2,123.6,高,1,1,8.02
丰台,2,1,93,低,0,0,5.01
西城,2,1,79.8,低,1,1,8.79
朝阳,3,2,194,中,1,0,6.46
朝阳,1,2,69.9,低,1,1,7.62
丰台,1,1,52.3,高,1,0,4.51
东城,2,1,58.7,高,1,1,7.66
朝阳,1,1,73.7,中,1,1,6.25
海淀,3,2,147.4,中,0,1,8.13
朝阳,2,1,63.7,低,1,0,4.73
朝阳,1,2,63.4,高,1,0,6.57
丰台,3,2,131.1,中,0,0,3.97
东城,2,1,57,高,1,0,8.52
海淀,3,2,164.7,中,0,0,6.48
东城,1,1,60.9,中,1,0,6.03
丰台,2,1,58,低,1,0,4.43
东城,2,2,158.7,中,1,0,8.34
西城,2,1,55.1,高,1,1,10.07
石景山,1,0,47.5,低,1,0,4.88
东城,4,2,227.4,高,1,1,9.41
西城,2,1,65.5,高,1,1,10.83
石景山,1,1,58.7,中,0,0,4.15
丰台,3,2,169.2,中,0,0,4.74
朝阳,2,2,95.3,高,1,0,6.79
海淀,2,1,62.5,高,1,1,9.95
海淀,2,2,88.9,中,0,0,5.08
海淀,2,1,106.4,高,1,1,6.96
石景山,3,2,148,高,1,0,5
朝阳,1,1,45.7,高,1,0,5.29
朝阳,2,1,82.8,中,1,0,4.81
丰台,2,1,103.4,中,1,0,3.82
东城,3,0,65.5,高,1,1,8.55
西城,2,0,53.7,低,1,1,11.49
西城,2,1,73.2,高,1,1,8.3
朝阳,2,1,112.3,高,1,0,5.35
海淀,3,1,72.5,低,0,1,8.69
石景山,2,2,89.4,低,1,0,7.32
朝阳,2,1,125,中,0,0,4.38
丰台,1,0,34.1,低,1,0,4.94
丰台,2,1,81.9,高,0,0,3.76
朝阳,2,1,75.2,中,1,1,5.05
石景山,3,1,79.5,中,1,0,4.54
海淀,4,2,189.3,低,1,0,7.75
丰台,2,2,104.9,中,1,0,6.04
朝阳,1,1,80,高,1,0,5.81
海淀,2,2,92.4,中,1,1,8.41
东城,2,1,65.7,低,1,1,10.1
石景山,2,1,92.4,中,0,0,4.26
东城,2,1,54.6,高,1,1,8.55
石景山,1,1,41.3,高,1,0,3.77
东城,3,1,110.8,低,1,0,7.56
海淀,2,2,101.9,高,1,0,5.21
东城,3,1,73.7,中,1,0,6.8
朝阳,2,2,85,低,1,1,6.51
朝阳,2,1,68.9,高,1,0,5.4
东城,2,0,52.8,低,1,0,8.18
朝阳,1,1,67.9,中,1,1,7.34
丰台,1,0,49,高,1,0,4.52
东城,3,2,145.8,中,1,1,8.62
东城,3,1,101.6,低,1,0,6.46
西城,2,1,73.2,高,1,1,10.3
西城,3,1,90.7,低,1,1,9.43
东城,2,1,63,低,1,1,7.09
朝阳,2,1,65.9,中,1,0,6.61
东城,1,1,43.6,高,1,0,7.7
海淀,2,1,64.2,高,1,1,8.12
西城,2,1,58.6,中,1,1,10.02
海淀,2,1,89.6,高,1,0,7.14
海淀,2,1,86.3,高,1,0,6.66
朝阳,2,1,84.7,低,1,1,5.38
西城,2,1,69.3,中,1,0,10.2
海淀,1,2,75.7,低,1,1,7.18
西城,1,0,35.1,中,1,1,12.92
东城,3,2,132.7,中,1,1,8.8
海淀,3,2,139.2,低,1,1,8.02
西城,3,2,141.9,低,1,1,10.43
朝阳,2,1,69.4,高,1,0,5.86
丰台,3,1,75.8,低,1,0,4.66
海淀,1,1,45.3,高,1,1,9.58
石景山,2,1,97.5,中,0,0,4.98
丰台,4,2,205.4,高,1,0,4.99
丰台,3,1,106.9,高,1,0,3.95
海淀,1,1,43.6,低,1,0,6.09
丰台,2,1,60.5,低,0,0,5.15
东城,4,2,179.7,中,1,0,6.85
石景山,1,1,49.5,中,1,0,3.91
石景山,3,1,102.2,低,1,0,4.68
海淀,1,0,38.5,中,1,0,9.06
东城,2,2,98.6,中,1,1,6.79
朝阳,2,1,88.8,高,0,0,5.14
朝阳,2,2,100.8,中,1,1,6.81
西城,2,1,54.7,中,1,1,10.81
东城,3,1,86.5,高,1,1,7.71
石景山,3,1,143,高,1,0,4.78
石景山,2,1,59.6,高,0,0,4.39
朝阳,2,1,109,低,1,0,6.09
东城,3,2,142.7,低,1,0,9.51
丰台,2,1,91.7,低,1,0,5.93
西城,2,1,61.1,低,1,1,11.23
东城,3,1,65.7,低,1,0,8.72
朝阳,2,2,89.1,低,0,1,5.53
东城,1,0,67.1,高,1,0,6.75
东城,2,1,141.8,高,1,0,6.01
石景山,1,1,76.4,中,0,0,4.67
石景山,3,1,78.6,低,1,0,5.38
朝阳,1,1,45,低,0,0,5.87
朝阳,3,2,176.1,中,1,1,6.14
石景山,1,1,57,高,1,0,4.89
西城,2,1,59.3,中,0,0,7.43
朝阳,3,2,147.4,高,0,0,5.49
东城,2,1,52.1,高,1,1,7.97
东城,1,0,61.8,低,1,1,8.98
海淀,2,1,62.3,低,1,0,6.76
丰台,1,1,38.6,高,1,0,5.1
海淀,1,1,61.6,中,1,1,8.24
东城,3,1,115.4,高,1,0,6.43
东城,2,1,68.6,低,1,0,7.25
丰台,3,2,150.4,高,1,0,5.02
海淀,2,2,135.1,低,0,0,7.18
海淀,3,2,162.3,中,1,0,5.65
东城,2,1,99.1,高,1,1,7.19
石景山,2,1,55.4,中,1,0,4.71
西城,3,2,158.4,高,1,1,10.05
石景山,1,1,41.8,中,0,0,4.12
海淀,1,1,69.1,高,0,0,7.04
石景山,1,1,56.5,高,0,0,4.64
石景山,2,1,40.9,高,1,0,4.55
西城,3,2,136.9,低,1,0,8.69
西城,3,1,84.4,中,1,0,9.76
石景山,2,1,71.5,中,1,0,5.11
西城,2,1,87.1,中,1,0,8.48
西城,3,1,59.7,低,1,1,8.5
石景山,2,1,88.8,中,1,0,5.62
丰台,2,1,102.2,低,1,0,4.37
海淀,2,1,62.8,低,1,0,7.18
朝阳,1,1,80.5,中,1,0,6.29
丰台,2,2,105.4,高,0,0,5.14
海淀,2,1,80.4,高,1,1,8.45
西城,1,1,58.9,高,1,1,9.19
石景山,3,1,104.3,高,0,0,4.27
海淀,4,2,247.9,高,0,1,5.59
海淀,1,1,65.3,中,1,1,9.19
海淀,3,2,180.7,中,1,0,6.01
石景山,2,1,64.4,高,0,0,3.39
海淀,2,1,69.3,低,0,0,5.99
东城,3,1,62.7,高,1,0,8.53
海淀,2,1,70.4,中,0,1,8.35
西城,2,1,64.7,低,1,1,12.34
丰台,3,1,121.8,低,0,0,4.64
海淀,2,1,117.8,高,1,1,6.9
海淀,3,2,130,低,1,1,7.54
西城,1,1,68,低,1,1,9.37
石景山,3,1,95.9,高,1,0,4.33
西城,2,1,74.5,高,1,1,9.14
丰台,2,1,79.6,中,1,0,4.95
石景山,2,1,68.4,中,0,0,4.08
朝阳,4,2,190.2,低,1,0,5.36
石景山,1,1,54.9,低,0,0,3.68
海淀,2,1,99.2,中,1,1,8.74
丰台,2,1,67,高,0,0,3.3
西城,1,1,34.3,中,1,0,10.92
石景山,2,1,63.9,高,1,0,3.96
丰台,2,1,92,中,1,0,3.95
石景山,3,2,113.7,高,1,0,5.73
西城,1,1,37.5,中,1,1,10.95
朝阳,2,2,76.9,低,1,1,5.54
海淀,2,1,51.4,低,1,0,8.77
丰台,2,1,56.6,中,0,0,5.28
海淀,3,1,144.3,中,1,1,9.66
东城,2,1,118,低,1,0,8.44
丰台,2,1,102.8,高,1,0,4.8
海淀,2,1,79.4,低,1,1,7.11
丰台,2,1,72.9,中,1,0,5.07
西城,2,1,100.5,中,1,1,10.95
丰台,1,1,70.9,高,0,0,4.75
朝阳,2,2,96.5,高,1,0,5.83
东城,3,2,134.3,高,1,0,7.36
海淀,2,1,66.7,高,0,0,6.93
朝阳,4,2,118.3,高,1,1,7.24
丰台,2,1,79.5,中,1,0,4.71
丰台,3,1,68.7,高,0,0,3.65
丰台,2,1,53.4,中,1,0,4.75
海淀,2,1,72.9,高,1,0,8.18
石景山,2,1,57.8,高,1,0,3.75
海淀,2,2,125.8,中,1,0,6.76
石景山,2,1,58.9,低,1,0,3.68
海淀,3,2,123.9,高,1,0,6.45
海淀,3,1,163.8,高,0,0,6.88
海淀,3,1,65.2,低,1,0,6.74
西城,2,1,54.8,高,1,1,9.47
海淀,1,1,40.9,低,0,0,7.49
丰台,3,3,185.4,中,1,0,5.03
西城,3,1,86.8,高,1,1,8.23
西城,2,1,75,中,1,0,9.02
海淀,3,2,160.8,低,1,1,8.89
东城,3,1,161.9,低,1,0,8.32
丰台,3,2,128.1,低,1,1,5.91
丰台,2,2,99.4,高,0,0,3.81
西城,1,1,60.9,高,1,0,7.57
海淀,2,1,57.3,中,0,1,7.8
西城,3,2,88,高,1,0,8.54
石景山,3,1,104.9,低,1,0,3.46
西城,3,2,219.7,中,1,1,5.77
海淀,3,2,155.4,高,1,1,7.27
朝阳,2,1,61.9,高,1,1,5.29
东城,3,1,73.3,低,1,0,6.65
石景山,2,2,87.6,低,0,0,5.86
丰台,2,1,73.7,高,1,0,3.94
西城,1,0,40.9,高,0,0,6.18
西城,3,1,67,高,1,0,8.76
丰台,1,1,55.9,中,1,0,4.42
石景山,3,2,146.2,中,1,0,5.35
西城,3,1,160.2,低,1,0,6.95
朝阳,2,2,103.8,中,1,0,6.44
海淀,2,2,103.4,中,1,1,8.69
丰台,1,1,32.5,高,1,0,5.26
海淀,2,2,100.5,低,0,0,6.56
朝阳,3,2,178.7,中,1,0,5.48
西城,1,1,82.7,低,1,1,10.31
海淀,3,1,79.9,高,1,1,8.35
东城,3,1,83.9,中,1,1,9.09
东城,2,2,143.8,低,1,0,8.73
海淀,3,2,122.9,中,1,1,7.51
西城,1,1,51.3,中,1,0,9.86
朝阳,2,1,93.8,高,1,0,5.67
海淀,2,1,79,中,0,1,7.14
西城,2,1,87,高,1,1,11.26
海淀,3,1,135.7,中,0,0,5.86
丰台,4,2,198,高,1,0,5.03
东城,2,1,74.1,低,1,1,9.97
海淀,3,1,89.3,高,1,0,6.62
丰台,1,0,63.3,中,1,0,4.57
朝阳,2,1,56.5,高,1,1,6.06
朝阳,3,3,269.8,高,1,1,6.4
丰台,3,2,153.1,中,1,0,5.73
丰台,2,1,68.7,高,1,0,3.69
朝阳,2,1,95.8,中,1,0,5.49
丰台,2,1,106.3,低,1,0,4.21
西城,2,2,93.1,中,1,0,9.79
朝阳,3,2,178.9,中,1,1,5.97
